Brand,Sherry,Model,Price,Year,Kilometer,Color,Province,District,Damage Information
Renault,Clio,1.0 TCe Evolution,999900,2023,16272.0,Gri,İzmir,Bornova,Unchanging
BMW,5,Serisi 520i Special Edition M Sport,2980000,2021,94000.0,Gri,Ankara,Akyurt,Unchanging
Renault,Clio,1.5 dCi Icon,759000,2015,135000.0,Siyah,İstanbul,Güngören,Unchanging
Seat,Ibiza,1.0 Style,859900,2020,47349.0,Beyaz,İzmir,Gaziemir,Unchanging
Opel,Meriva,1.3 CDTI Essentia,385000,2006,224000.0,Gri,Çanakkale,Merkez,Unchanging
Renault,Megane,1.5 dCi Touch,1025000,2018,122000.0,Gri,Mersin,Silifke,Unchanging
Honda,Civic,1.6 i-VTEC ECO Elegance,910000,2015,163000.0,Siyah,Elazığ,Merkez,Unchanging
Peugeot,301,1.6 HDi Allure,565000,2015,199000.0,Beyaz,Çanakkale,Merkez,Unchanging
Peugeot,301,1.6 HDi Active,585000,2018,152350.0,Beyaz,Ankara,Sincan,Unchanging
Honda,Accord,2.0 Executive,744750,2009,375000.0,Siyah,İstanbul,Sancaktepe,Unchanging
Renault,Megane,1.3 TCe Joy,1015000,2021,91000.0,Beyaz,Kahramanmaraş,Onikişubat,Unchanging
Mercedes,-,Benz C 180 AMG,1255000,2013,199900.0,Beyaz,Muğla,Menteşe,Unchanging
Renault,Megane,1.5 Blue DCI Touch,1177000,2021,83000.0,Beyaz,Antalya,Serik,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1109500,2013,121000.0,Siyah,Ankara,Keçiören,Unchanging
Mercedes,-,Benz A 180 CDI BlueEFFICIENCY AMG,1175000,2014,155000.0,Beyaz,Ankara,Çankaya,Unchanging
Toyota,Yaris,1.33 Fun,720000,2013,115000.0,Mor,Malatya,Yeşilyurt,Unchanging
Ford,Fiesta,1.0 GTDi Titanium,769750,2014,77000.0,Beyaz,Tokat,Niksar,Unchanging
Opel,Corsa,1.2 Enjoy,389000,2004,129000.0,Lacivert,Denizli,Merkezefendi,Unchanging
Dacia,Sandero,1.0 Tce Prestige,869750,2021,23850.0,Beyaz,Ankara,Keçiören,Unchanging
Renault,Clio,1.0 SCe Joy,625900,2021,49000.0,Beyaz,İstanbul,Ataşehir,Unchanging
Mercedes,-,Benz E 200 d AMG,4200000,2023,8700.0,Siyah,Gaziantep,Şehitkamil,Unchanging
Audi,RS,RS3,10750000,2022,6200.0,Siyah,İstanbul,Kadıköy,Unchanging
Volkswagen,Passat,1.5 TSi Business,1395000,2019,109000.0,Şampanya,Bursa,Nilüfer,Unchanging
Tofaş,Doğan,1.6 ie,215000,1999,74000.0,Gri,Samsun,Bafra,Unchanging
Fiat,Punto,EVO 1.3 Multijet Active,355000,2009,270000.0,Gri,Çanakkale,Yenice,Unchanging
Renault,Symbol,1.2 Joy,535000,2016,87000.0,Beyaz,Bursa,Nilüfer,Unchanging
Kia,Picanto,1.2 MPI Feel,848950,2023,10000.0,Gri,İstanbul,Ataşehir,Unchanging
Renault,Clio,1.2 Authentique,370000,2005,180000.0,Kırmızı,Balıkesir,Edremit,Unchanging
Honda,Civic,1.6 i-VTEC Elegance,449000,2007,280000.0,Bej,Aydın,Nazilli,Unchanging
Citroen,C3,1.2 PureTech Feel,723000,2021,24500.0,Kırmızı,Sivas,Merkez,Unchanging
Ford,Focus,1.6 Comfort,695000,2011,107000.0,Gri,Kütahya,Tavşanlı,Unchanging
Fiat,Egea,1.4 Fire Easy,725000,2023,17000.0,Mavi,Manisa,Salihli,Unchanging
Hyundai,Accent,1.5 CRDi Admire,265000,2006,315000.0,Beyaz,Nevşehir,Merkez,Unchanging
Tofaş,Şahin,1.6,168000,1994,125000.0,Beyaz,Denizli,Pamukkale,Unchanging
BMW,4,Serisi 420i Gran Coupe Edition M Sport,3259000,2023,18000.0,Gri,İstanbul,Ataşehir,Unchanging
BMW,5,Serisi 520i Premium,1359950,2015,161000.0,Gri,İstanbul,Beylikdüzü,Unchanging
Honda,City,1.4 ES,281500,2024,6001.0,Beyaz,Kastamonu,Merkez,Unchanging
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,999000,2015,155000.0,Beyaz,Ankara,Akyurt,Unchanging
BMW,5,Serisi 520i Executive,1720000,2016,96000.0,Lacivert,Şanlıurfa,Haliliye,Unchanging
Renault,Clio,1.4 Extreme,395950,2008,160000.0,Gri,Kocaeli,Derince,Unchanging
Audi,A4,Sedan 1.9 TDI,415000,2004,288000.0,Siyah,İstanbul,Bahçelievler,Unchanging
Dacia,Sandero,1.5 dCi Stepway,775000,2018,51000.0,Füme,İstanbul,Sancaktepe,Unchanging
Volkswagen,Golf,1.6 Comfortline,389900,1999,260000.0,Gri,Ankara,Sincan,Unchanging
Mercedes,-,Benz 200 E,355000,1991,230000.0,Füme,Adıyaman,Merkez,Unchanging
Tesla,Model,Y Performance,2600000,2023,16800.0,Gri,İstanbul,Çekmeköy,Unchanging
Ford,Focus,1.5 TDCi Titanium,979750,2020,122500.0,Beyaz,İstanbul,Ataşehir,Unchanging
Volkswagen,Polo,1.4 TDi Comfortline,807000,2016,113000.0,Beyaz,Antalya,Manavgat,Unchanging
Mercedes,-,Benz CLA 180 D Comfort,1435000,2017,228000.0,Siyah,Samsun,Bafra,Unchanging
Toyota,Corolla,1.5 Dream,1145000,2022,84000.0,Beyaz,Sivas,Merkez,Unchanging
MINI,Cooper,1.5 Iconic,1665000,2021,34000.0,Mavi,İstanbul,Avcılar,Unchanging
Citroen,C-Elysee,1.5 BlueHDi Feel,744750,2022,84000.0,Füme,İstanbul,Sancaktepe,Unchanging
Fiat,Egea,1.6 Multijet Easy,715000,2019,138000.0,Beyaz,İstanbul,Bağcılar,Unchanging
Fiat,Egea,1.4 Fire Urban Plus,665000,2018,62500.0,Gri,Tekirdağ,Süleymanpaşa,Unchanging
Hyundai,Accent,Era 1.4 Team,370000,2010,249000.0,Siyah,Gaziantep,Nurdağı,Unchanging
Volkswagen,Polo,1.0 TSi Life,1129000,2023,19000.0,Mavi,Gaziantep,Şehitkamil,Unchanging
Hyundai,Accent,1.3 Admire,315000,2005,236000.0,Yeşil,Balıkesir,Gönen,Unchanging
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,1415000,2017,98000.0,Beyaz,Balıkesir,Karesi,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,865000,2015,339000.0,Beyaz,Aksaray,Merkez,Unchanging
BMW,2,Serisi 218i Active Tourer,965000,2015,138000.0,Kırmızı,İstanbul,Ataşehir,Unchanging
Mercedes,-,Benz E 200 Kompressor Avantgarde,530000,1998,425000.0,Bej,Kocaeli,Çayırova,Unchanging
Honda,Civic,1.4 i S,358750,1998,322000.0,Lacivert,Balıkesir,Karesi,Unchanging
Opel,Astra,1.6 Edition Plus,839900,2018,64000.0,Gri,Denizli,Merkezefendi,Unchanging
Toyota,Auris,1.4 D-4D Comfort Plus,580000,2012,207000.0,Beyaz,Edirne,Keşan,Unchanging
Skoda,SuperB,1.6 TDI Style,1210000,2016,170000.0,Gri,Erzurum,Aziziye,Unchanging
Renault,Megane,1.5 dCi Icon,998000,2017,152250.0,Beyaz,Çorum,Alaca,Unchanging
Renault,Megane,1.3 TCe Joy,897000,2020,119000.0,Beyaz,Balıkesir,Gönen,Unchanging
Mercedes,-,Benz C 200 D Exclusive,1550000,2016,228000.0,Beyaz,İzmir,Gaziemir,Unchanging
Renault,Clio,1.0 TCe Joy,828500,2021,74000.0,Beyaz,İstanbul,Kadıköy,Unchanging
Audi,A4,Sedan 1.4 TFSI,1560000,2017,195000.0,Gri,Konya,Karatay,Unchanging
Fiat,Egea,1.3 Multijet Easy,733000,2022,48000.0,Beyaz,Antalya,Manavgat,Unchanging
Audi,A3,Sportback 35 TFSI Dynamic,1515000,2020,41500.0,Füme,İstanbul,Avcılar,Unchanging
Renault,Megane,1.3 TCe Joy Comfort,1275000,2024,11000.0,Gri,İstanbul,Beylikdüzü,Unchanging
Peugeot,308,1.6 HDi Comfort Pack,433000,2011,268000.0,Siyah,Kahramanmaraş,Onikişubat,Unchanging
Renault,Megane,2.0 RXT,225000,2000,355000.0,Gri,Yalova,Merkez,Unchanging
Toyota,Corolla,1.4 Terra,339000,2001,192000.0,Gri,Gaziantep,Şahinbey,Unchanging
Fiat,Albea,Sole 1.3 Multijet Active Plus,250000,2011,725000.0,Gri,İstanbul,Eyüpsultan,Unchanging
Mercedes,-,Benz CLA 200 AMG,2675000,2023,25300.0,Siyah,İstanbul,Bağcılar,Unchanging
Audi,A3,Sportback 1.0 TFSI Dynamic,1195000,2017,149000.0,Gri,İstanbul,Bağcılar,Unchanging
Peugeot,307,1.6 XT,325000,2003,218000.0,Gri,Gaziantep,Şahinbey,Unchanging
Volkswagen,Passat,2.0 TDi BlueMotion Highline,1240000,2015,252000.0,Siyah,Çorum,Merkez,Unchanging
Hyundai,i20,1.4 MPI Style,1125000,2024,9000.0,Kırmızı,İstanbul,Esenyurt,Unchanging
Audi,A3,Sedan 35 TFSI Dynamic,1450000,2020,78698.0,Beyaz,Balıkesir,Havran,Unchanging
Renault,Megane,1.5 dCi Touch,905000,2017,132000.0,Beyaz,İstanbul,Esenyurt,Unchanging
Honda,Civic,1.6 i-VTEC Dream,535000,2009,247000.0,Siyah,İstanbul,Esenyurt,Unchanging
Renault,Megane,1.5 Blue DCI Touch,999950,2019,90284.0,Gri,İstanbul,Bağcılar,Unchanging
Renault,Symbol,1.5 dCi Joy,640000,2017,140000.0,Beyaz,Adıyaman,Merkez,Unchanging
Citroen,C3,1.2 PureTech Shine,1075000,2024,13000.0,Bej,İstanbul,Esenyurt,Unchanging
Mercedes,-,Benz CLS 350 CDI Innovation Sport,1599999,2013,343000.0,Beyaz,Konya,Selçuklu,Unchanging
Renault,R,19 1.6 Europa RT,190000,1995,250000.0,Beyaz,Yozgat,Sarıkaya,Unchanging
Kia,Pride,1.3 GLXi,275000,2001,58000.0,Lacivert,Burdur,Merkez,Unchanging
Hyundai,Getz,1.5 CRDi GLS,330000,2004,355000.0,Mavi,Yozgat,Sarıkaya,Unchanging
Peugeot,308,1.6 BlueHdi Active,815750,2015,105000.0,Beyaz,Kocaeli,İzmit,Unchanging
Fiat,Linea,1.3 Multijet Pop,465750,2014,204000.0,Beyaz,Kocaeli,İzmit,Unchanging
Skoda,SuperB,1.6 TDI Prestige,1350000,2016,250000.0,Beyaz,Şanlıurfa,Eyyübiye,Unchanging
Volkswagen,Jetta,1.6 TDi Highline,1085000,2015,165000.0,Beyaz,Şanlıurfa,Eyyübiye,Unchanging
Tofaş,Kartal,1.6 ie,129000,1999,250000.0,Gri,İstanbul,Eyüpsultan,Unchanging
Opel,Vectra,1.6 Elegance,325000,2001,300000.0,Gri,Aydın,Germencik,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1399000,2018,104426.0,Gri,İstanbul,Kartal,Unchanging
Toyota,Corolla,1.8 Hybrid Dream,1089000,2021,105692.0,Beyaz,İstanbul,Kartal,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1479000,2018,67597.0,Gri,İstanbul,Kartal,Unchanging
Renault,Megane,1.5 Blue DCI Joy Comfort,985000,2021,147000.0,Beyaz,İstanbul,Pendik,Unchanging
Dacia,Logan,1.4 Ambiance,330000,2006,645212.0,Gri,Kars,Merkez,Unchanging
BMW,5,Serisi 530d Standart,827000,2004,424000.0,Siyah,Antalya,Manavgat,Unchanging
Renault,Megane,1.6 Authentique,339000,2005,386000.0,Kahverengi,Malatya,Yeşilyurt,Unchanging
Citroen,C3,1.4 VTi Collection,575000,2012,115000.0,Siyah,İstanbul,Eyüpsultan,Unchanging
Mercedes,-,Benz C 200 d BlueTEC AMG,1400000,2015,228000.0,Beyaz,Mersin,Toroslar,Unchanging
Ford,Focus,1.8 TDCi Comfort,245000,2003,435000.0,Bordo,Kırşehir,Mucur,Unchanging
Seat,Altea,1.9 TDI Style,375000,2005,198000.0,Mavi,Balıkesir,Burhaniye,Unchanging
Renault,Taliant,1.0 Tce Joy,755000,2022,74000.0,Beyaz,İstanbul,Sultanbeyli,Unchanging
Toyota,Corolla,1.5 Passion X-Pack,1665000,2023,15000.0,Mavi,Balıkesir,Edremit,Unchanging
Renault,Taliant,1.0 Tce Joy,755000,2022,74000.0,Kahverengi,İstanbul,Sultanbeyli,Unchanging
Renault,R,12 Toros,159000,1991,100000.0,Beyaz,Nevşehir,Merkez,Unchanging
Mercedes,-,Benz C 180 BlueEFFICIENCY AMG,899000,2010,299000.0,Gri,Ankara,Etimesgut,Unchanging
Volkswagen,Bora,1.6 Comfortline,260000,2000,230000.0,Beyaz,İstanbul,Eyüpsultan,Unchanging
Mercedes,-,Benz C 180 Sportcoupe,500000,2003,210000.0,Gri,İstanbul,Kağıthane,Unchanging
BMW,3,Serisi 320i Sport Line,2448000,2022,75766.0,Siyah,Kocaeli,İzmit,Unchanging
Nissan,Micra,1.2 Match,650000,2018,54000.0,Kırmızı,İstanbul,Ataşehir,Unchanging
Audi,A6,Sedan 40 TDI Quattro Design,2999500,2019,199850.0,Gri,Ankara,Sincan,Unchanging
Volkswagen,Passat,1.5 TSi Business,1395000,2021,108000.0,Beyaz,İstanbul,Bağcılar,Unchanging
Fiat,Egea,1.3 Multijet Easy,749900,2020,100000.0,Beyaz,Kayseri,Kocasinan,Unchanging
Fiat,Egea,1.4 Fire Urban Plus,649900,2020,75000.0,Gri,İstanbul,Sultanbeyli,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Business,1366500,2020,193000.0,Gri,İstanbul,Sancaktepe,Unchanging
Toyota,Corolla,1.8 Hybrid Dream,1325000,2023,81333.0,Gri,İstanbul,Maltepe,Unchanging
Volkswagen,Polo,1.0 TSi Life,1215000,2023,23250.0,Beyaz,Konya,Karatay,Unchanging
Toyota,Corolla,1.4 D-4D Touch,799000,2018,265000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Renault,Laguna,1.6 Expression,295000,2005,287000.0,Füme,Gaziantep,Şehitkamil,Unchanging
Opel,Astra,1.6 Essentia Konfor,599000,2013,220000.0,Siyah,İstanbul,Bağcılar,Unchanging
Ford,Focus,1.6 TDCi Titanium,799000,2015,210000.0,Siyah,Gaziantep,Şehitkamil,Unchanging
Citroen,C4,X 1.2 PureTech Shine Bold,1425000,2024,66000.0,Gri,Ankara,Keçiören,Unchanging
Renault,Megane,1.3 TCe Icon,1429900,2024,17585.0,Gri,İzmir,Bornova,Unchanging
Fiat,Egea,1.3 Multijet Easy,614900,2018,168000.0,Beyaz,İstanbul,Bağcılar,Unchanging
BMW,5,Serisi 520i Comfort,2325000,2018,46150.0,Siyah,İstanbul,Ataşehir,Unchanging
Toyota,Corolla,1.5 Flame X-Pack,1319000,2022,27000.0,Gri,Bursa,Nilüfer,Unchanging
Fiat,Egea,1.4 Fire Easy,695000,2022,44000.0,Füme,Karaman,Merkez,Unchanging
Citroen,C-Elysee,1.6 BlueHDi Live,495000,2018,250000.0,Beyaz,İstanbul,Bağcılar,Unchanging
Fiat,Egea,1.3 Multijet Easy,807000,2023,61000.0,Beyaz,İzmir,Menemen,Unchanging
Renault,Megane,1.3 TCe Joy Comfort,1180000,2021,41000.0,Gri,Antalya,Alanya,Unchanging
Renault,Megane,1.3 TCe Joy,1049900,2021,81000.0,Beyaz,Tekirdağ,Çorlu,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Elegance,1829900,2020,94000.0,Gri,Zonguldak,Merkez,Unchanging
Fiat,Egea,1.4 Fire Urban,630000,2018,80000.0,Beyaz,İstanbul,Üsküdar,Unchanging
Renault,Clio,1.5 dCi Extreme,595000,2012,137000.0,Siyah,Aydın,Nazilli,Unchanging
Volvo,S80,1.6 D Premium,925000,2012,218050.0,Beyaz,Denizli,Pamukkale,Unchanging
Mercedes,-,Benz C 200 AMG,3319000,2022,41000.0,Füme,İstanbul,Esenyurt,Unchanging
Fiat,Egea,1.4 Fire Urban Plus,666000,2020,120000.0,Kırmızı,Aydın,Nazilli,Unchanging
Seat,Ibiza,1.0 EcoTSI Style,839000,2017,39000.0,Mavi,Kütahya,Merkez,Unchanging
Renault,Megane,1.6 Joy,925000,2018,56000.0,Gri,Kütahya,Merkez,Unchanging
Renault,Clio,1.0 TCe Equilibre,965000,2024,20000.0,Gri,İstanbul,Bağcılar,Unchanging
Opel,Corsa,1.3 CDTI Essentia,390000,2008,248000.0,Beyaz,Kocaeli,İzmit,Unchanging
Citroen,C-Elysee,1.5 BlueHDi Feel,659000,2021,122000.0,Füme,İstanbul,Kağıthane,Unchanging
Tesla,Model,3 Standart+,2100000,2022,32000.0,Beyaz,İstanbul,Sarıyer,Unchanging
Fiat,Linea,1.4 Fire Pop,520000,2017,97000.0,Gri,Bursa,Osmangazi,Unchanging
Peugeot,508,1.5 BlueHDI Allure,1549900,2022,67000.0,Gri,Ankara,Yenimahalle,Unchanging
BMW,3,Serisi 320i 50th Year M Edition,3050000,2022,39000.0,Beyaz,Edirne,Merkez,Unchanging
Fiat,Egea,1.3 Multijet Easy,600000,2020,205738.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Renault,Megane,1.5 Blue DCI Touch,940000,2020,145000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Ford,Focus,1.6 TDCi Trend X,540000,2012,146000.0,Gri,Gaziantep,Şehitkamil,Unchanging
Hyundai,Getz,1.4 DOHC AB AC,385000,2008,215000.0,Siyah,İstanbul,Kadıköy,Unchanging
Ford,Focus,1.5 TDCi Trend X,885000,2017,166000.0,Mavi,Adana,Çukurova,Unchanging
Honda,City,1.5 i-VTEC Executive,1000000,2022,72000.0,Beyaz,Konya,Karatay,Unchanging
Alfa,Romeo,Giulietta 1.6 JTD TI,1179750,2020,53000.0,Gri,Antalya,Serik,Unchanging
Ford,Focus,1.5 TDCi Titanium,870000,2016,210000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Hyundai,i20,1.2 MPI Jump,459950,2015,340000.0,Beyaz,Kocaeli,Başiskele,Unchanging
Opel,Corsa,1.4 Enjoy,770000,2015,74000.0,Gri,Kayseri,Kocasinan,Unchanging
Toyota,Corolla,1.8 Hybrid Passion X-Pack,1220000,2019,110000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Mercedes,-,Benz 300 E,365000,1986,233000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Renault,Megane,1.5 Blue DCI Icon,1080000,2020,154000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Renault,R,19 1.6 Europa iE,290000,2001,119000.0,Gri,Gaziantep,Şehitkamil,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1045000,2015,240000.0,Beyaz,Gaziantep,Şehitkamil,Unchanging
Volvo,S80,1.6 D Premium,710000,2012,357000.0,Füme,Gaziantep,Şehitkamil,Unchanging
Volkswagen,Passat,1.6 TDi Highline,1349900,2017,177538.0,Siyah,İzmir,Gaziemir,Unchanging
Fiat,Egea,1.4 Fire Easy Plus,629000,2019,120000.0,Beyaz,Bursa,Nilüfer,Unchanging
Volkswagen,Golf,1.0 eTSI Life,1288000,2021,85000.0,Gri,Konya,Karatay,Unchanging
Audi,A5,Sportback 2.0 TDI Quattro,2120000,2017,198500.0,Gri,İzmir,Gaziemir,Unchanging
Opel,Astra,1.6 Edition Plus,690000,2016,155000.0,Mavi,Kütahya,Gediz,Unchanging
Mercedes,-,Benz E 180 AMG,2295000,2017,213000.0,Siyah,Aydın,Didim,Unchanging
Renault,Clio,1.0 TCe Touch,805000,2020,121500.0,Beyaz,Hatay,Samandağ,Unchanging
Mercedes,-,Benz E 270 CDI Avantgarde,1075000,2004,392000.0,Mavi,Konya,Karatay,Unchanging
Fiat,Egea,1.4 Fire Easy,750000,2023,18000.0,Mavi,Hatay,Payas,Unchanging
Toyota,Corolla,1.4 D-4D Elegant,629750,2011,244000.0,Gri,Elazığ,Kovancılar,Unchanging
Hyundai,Coupe,1.6 FX,472500,2006,173625.0,Kırmızı,Mardin,Artuklu,Unchanging
Volkswagen,Polo,1.4 TDi Comfortline,735000,2017,190000.0,Beyaz,Samsun,Bafra,Unchanging
Volkswagen,VW,CC 1.4 TSi,1055000,2015,183000.0,Beyaz,Samsun,Bafra,Unchanging
Volkswagen,Golf,1.4 TSi Highline,1320000,2017,39000.0,Beyaz,İzmir,Gaziemir,Unchanging
Tesla,Model,3 Long Range,2450000,2023,19000.0,Beyaz,İzmir,Gaziemir,Unchanging
Mercedes,-,Benz E 250 D Standart,535000,1994,350000.0,Lacivert,Uşak,Merkez,Unchanging
Audi,A3,Sedan 1.4 TFSI Ambition,1125000,2014,205000.0,Beyaz,Samsun,Çarşamba,Unchanging
Ford,Focus,1.6 TDCi Collection,675000,2011,95000.0,Gri,Samsun,Çarşamba,Unchanging
Skoda,SuperB,1.5 TSI Prestige,1815000,2021,89000.0,Mavi,Samsun,Çarşamba,Unchanging
Peugeot,206,1.6 CC,452500,2005,210000.0,Mavi,Samsun,Çarşamba,Unchanging
Mercedes,-,Benz 250 D,295000,1986,345000.0,Gri,Samsun,Çarşamba,Unchanging
Fiat,Egea,1.4 Fire Urban,905000,2024,7200.0,Gri,Samsun,Çarşamba,Unchanging
Kia,Rio,1.4 EX Comfort,378500,2007,270000.0,Turuncu,Samsun,Çarşamba,Unchanging
Volkswagen,Golf,1.4 TSi Highline,1085000,2018,172000.0,Kırmızı,Samsun,Çarşamba,Unchanging
Renault,Megane,1.5 dCi Exception,445000,2010,225000.0,Gri,İstanbul,Eyüpsultan,Unchanging
Renault,Megane,1.3 TCe Joy,1110000,2021,61200.0,Beyaz,Balıkesir,Dursunbey,Unchanging
Hyundai,i20,1.4 MPI Style,865000,2020,92919.0,Beyaz,İzmir,Gaziemir,Unchanging
Audi,A4,Sedan 1.8,415000,1998,265000.0,Siyah,Konya,Karatay,Unchanging
Mercedes,-,Benz CLA 200 AMG,2195000,2020,57856.0,Siyah,İstanbul,Eyüpsultan,Unchanging
Mercedes,-,Benz CLA 180 D AMG,1150000,2014,260514.0,Kırmızı,Antalya,Manavgat,Unchanging
Renault,Laguna,1.9 dCi Expression,205000,2001,390000.0,Lacivert,Yozgat,Sarıkaya,Unchanging
Fiat,500,Ailesi 500E La Prima,1150000,2023,8000.0,Beyaz,Muğla,Bodrum,Unchanging
BMW,3,Serisi 316,169967,1986,100000.0,Bordo,İstanbul,Ümraniye,Unchanging
Fiat,Tempra,1.6 SX,175000,1992,234000.0,Beyaz,İzmir,Buca,Unchanging
Volvo,S80,2.9 T6,420000,2002,253000.0,Füme,İstanbul,Bayrampaşa,Unchanging
Mercedes,-,Benz E 180 Style,1625000,2015,195000.0,Beyaz,Tokat,Merkez,Unchanging
Seat,Leon,1.2 TSI Style,917000,2018,80500.0,Gri,İstanbul,Başakşehir,Unchanging
Daihatsu,Cuore,1.0 Low Grade,250000,2006,190000.0,Mavi,Denizli,Sarayköy,Unchanging
Renault,Clio,1.5 dCi Icon,665000,2014,163000.0,Beyaz,Antalya,Serik,Unchanging
Hyundai,Accent,1.3 Admire,215000,2004,167000.0,Gri,Nevşehir,Merkez,Unchanging
Lada,Vega,1.5,187250,2000,212000.0,Turkuaz,Konya,Karatay,Unchanging
Fiat,Linea,1.3 Multijet Active Plus,427500,2013,226500.0,Beyaz,Afyonkarahisar,Merkez,Unchanging
Alfa,Romeo,Giulietta 1.4 TB MultiAir Distinctive,709000,2015,169500.0,Beyaz,İstanbul,Sancaktepe,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1350000,2018,173000.0,Beyaz,İstanbul,Nizip,Unchanging
Fiat,Egea,1.3 Multijet Easy,869500,2023,18000.0,Füme,Konya,Selçuklu,Unchanging
Hyundai,i30,1.6 GDi Style,674000,2012,181000.0,Beyaz,Burdur,Merkez,Unchanging
Renault,Clio,1.0 TCe Touch,689000,2020,138000.0,Gri,Kayseri,Kocasinan,Unchanging
Renault,R,19 1.6 Europa RT,205000,1996,200000.0,Gri,Diyarbakır,Bağlar,Unchanging
Mercedes,-,Benz C 200 d BlueTEC AMG,1500000,2016,174000.0,Siyah,İstanbul,Nizip,Unchanging
Tofaş,Kartal,S,185000,1998,170000.0,Beyaz,Samsun,İlkadım,Unchanging
BMW,3,Serisi 316ti Compact,499750,2003,112000.0,Beyaz,Antalya,Alanya,Unchanging
Ford,Focus,1.5 TDCi Style,825000,2016,220000.0,Beyaz,Diyarbakır,Bağlar,Unchanging
Dacia,Sandero,0.9 TCe Stepway,680000,2019,58706.0,Mavi,Bursa,Nilüfer,Unchanging
Toyota,Corolla,1.33 Comfort,560900,2011,98199.0,Gri,Sakarya,Serdivan,Unchanging
Fiat,Palio,1.2 EL Speedgear,408000,2005,203000.0,Mavi,Bursa,Yenişehir,Unchanging
BMW,5,Serisi 520d Premium,1575000,2013,190000.0,Füme,Bursa,Yenişehir,Unchanging
Citroen,C4,1.2 PureTech Shine Bold,1385000,2023,40232.0,Gri,Bursa,Nilüfer,Unchanging
Fiat,Egea,1.4 Fire Easy Plus,711000,2021,92000.0,Beyaz,Konya,Karatay,Unchanging
Volkswagen,Passat,1.6 TDi BlueMotion Business,1475000,2019,186900.0,Siyah,İzmir,Gaziemir,Unchanging
Hyundai,Accent,1.5 GLS,295000,1998,240000.0,Mavi,Kayseri,Kocasinan,Unchanging
Audi,A3,Sportback 1.6 TDI Attraction,703000,2011,277500.0,Siyah,Konya,Karatay,Unchanging
BMW,3,Serisi 320d M Sport,1149750,2013,275000.0,Beyaz,Balıkesir,Karesi,Unchanging
Fiat,Egea,1.3 Multijet Easy,637500,2020,155000.0,Beyaz,Konya,Karatay,Unchanging
Toyota,Avensis,2.0 Sol,305000,1999,310000.0,Siyah,Kırklareli,Lüleburgaz,Unchanging
Fiat,Brava,1.6 SX,226000,2002,301000.0,Beyaz,Elazığ,Merkez,Unchanging
Volkswagen,Polo,1.0 TSi Comfortline,1065000,2021,27000.0,Beyaz,Düzce,Merkez,Unchanging
Fiat,Egea,1.4 Fire Easy Plus,725000,2023,47800.0,Beyaz,Antalya,Muratpaşa,Unchanging
Fiat,Egea,1.4 Fire Easy,555000,2020,175000.0,Beyaz,Çanakkale,Merkez,Unchanging
BMW,5,Serisi 520i Premium,1675000,2013,202000.0,Beyaz,Manisa,Şehzadeler,Unchanging
Volkswagen,Polo,1.4 TDi Comfortline,635000,2016,129000.0,Mavi,Hatay,Antakya,Unchanging
Hyundai,i20,1.4 MPI Style Plus,1090000,2020,40000.0,Kırmızı,Samsun,Bafra,Unchanging
Mercedes,-,Benz A 180 CDI BlueEFFICIENCY AMG,1190000,2015,149000.0,Beyaz,Konya,Karatay,Unchanging
Audi,A5,Sportback 2.0 TDI Quattro Sport,1910000,2017,269000.0,Füme,Batman,Merkez,Unchanging
Hyundai,Accent,Era 1.5 CRDi-VGT Team,444000,2010,230000.0,Gri,İstanbul,Bağcılar,Unchanging
Opel,Corsa,1.3 CDTI Active,495000,2013,237000.0,Siyah,Manisa,Şehzadeler,Unchanging
Volkswagen,VW,CC 2.0 TDi TDI,1049000,2014,205000.0,Beyaz,Samsun,İlkadım,Unchanging
Renault,Megane,1.5 dCi Touch,970000,2018,127000.0,Füme,İstanbul,Fatih,Unchanging
Ford,Mondeo,2.0 TDCi Ghia,310000,1999,399000.0,Gri,Trabzon,Akçaabat,Unchanging
Peugeot,208,1.5 BlueHDi Active,995000,2021,76000.0,Kırmızı,İstanbul,Bağcılar,Unchanging
Audi,A3,Sedan 35 TFSI S-Line,1749000,2022,100000.0,Siyah,Tekirdağ,Çorlu,Unchanging
Fiat,Egea,1.3 Multijet Easy,678750,2021,90000.0,Beyaz,İstanbul,Kartal,Unchanging
